date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
2023-10-30,Punjab,Ludhiana,1,PM2.5,250,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-30,Punjab,Bathinda,1,PM2.5,381,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-30,Punjab,Amritsar,1,PM2.5,195,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-30,Punjab,Rupnagar,1,PM2.5,228,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-30,Punjab,Jalandhar,1,PM2.5,181,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-30,Punjab,Khanna,1,PM2.5,138,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-29,Punjab,Khanna,1,PM10,132,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-29,Punjab,Bathinda,1,PM2.5,328,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-29,Punjab,Amritsar,1,PM2.5,134,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-29,Punjab,Rupnagar,1,PM2.5,201,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-29,Punjab,Patiala,1,PM2.5,202,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-29,Punjab,Jalandhar,1,PM10,129,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-29,Punjab,Ludhiana,1,PM2.5,217,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-28,Punjab,Amritsar,1,PM2.5,155,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-28,Punjab,Khanna,1,PM10,111,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-28,Punjab,Patiala,1,PM2.5,120,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-28,Punjab,Bathinda,1,PM2.5,196,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-28,Punjab,Jalandhar,1,PM2.5,141,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-28,Punjab,Mandi Gobindgarh,1,PM10,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-28,Punjab,Ludhiana,1,PM10,134,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-27,Punjab,Mandi Gobindgarh,1,PM10,124,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-27,Punjab,Ludhiana,1,PM2.5,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-27,Punjab,Amritsar,1,PM2.5,144,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-27,Punjab,Patiala,1,PM2.5,134,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-27,Punjab,Jalandhar,1,PM10,114,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-27,Punjab,Rupnagar,1,PM10,159,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-27,Punjab,Bathinda,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-27,Punjab,Khanna,1,PM2.5,122,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-26,Punjab,Mandi Gobindgarh,1,PM2.5,175,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-26,Punjab,Bathinda,1,PM2.5,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-26,Punjab,Jalandhar,1,PM2.5,193,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-26,Punjab,Patiala,1,PM10,118,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-26,Punjab,Amritsar,1,PM2.5,172,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-26,Punjab,Khanna,1,PM10,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-26,Punjab,Ludhiana,1,PM2.5,143,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-26,Punjab,Rupnagar,1,PM10,133,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-25,Punjab,Patiala,1,PM10,104,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-25,Punjab,Bathinda,1,PM2.5,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-25,Punjab,Ludhiana,1,PM10,116,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-25,Punjab,Jalandhar,1,PM10,107,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-25,Punjab,Khanna,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-25,Punjab,Amritsar,1,PM10,126,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-25,Punjab,Rupnagar,1,PM10,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-24,Punjab,Jalandhar,1,PM10,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-24,Punjab,Khanna,1,PM10,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-24,Punjab,Patiala,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-24,Punjab,Amritsar,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-24,Punjab,Bathinda,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-24,Punjab,Rupnagar,1,PM10,134,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-24,Punjab,Ludhiana,1,PM10,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-23,Punjab,Bathinda,1,PM2.5,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-23,Punjab,Rupnagar,1,PM10,108,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-23,Punjab,Mandi Gobindgarh,1,PM10,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-23,Punjab,Jalandhar,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-23,Punjab,Ludhiana,1,PM10,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-23,Punjab,Khanna,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-23,Punjab,Patiala,1,PM10,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-23,Punjab,Amritsar,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-22,Punjab,Jalandhar,1,PM10,124,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-22,Punjab,Ludhiana,1,PM10,107,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-22,Punjab,Khanna,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-22,Punjab,Rupnagar,1,PM10,124,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-22,Punjab,Patiala,1,PM2.5,136,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-22,Punjab,Amritsar,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-22,Punjab,Mandi Gobindgarh,1,PM2.5,167,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-22,Punjab,Bathinda,1,PM2.5,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-21,Punjab,Rupnagar,1,PM10,161,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-21,Punjab,Jalandhar,1,PM10,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-21,Punjab,Mandi Gobindgarh,1,PM10,144,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-21,Punjab,Amritsar,1,PM10,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-21,Punjab,Ludhiana,1,PM10,103,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-21,Punjab,Bathinda,1,PM2.5,187,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-21,Punjab,Khanna,1,PM10,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-21,Punjab,Patiala,1,PM10,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-20,Punjab,Jalandhar,1,PM10,103,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-20,Punjab,Patiala,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-20,Punjab,Ludhiana,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-20,Punjab,Rupnagar,1,PM10,121,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-20,Punjab,Khanna,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-20,Punjab,Amritsar,1,PM10,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-20,Punjab,Bathinda,1,PM10,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-19,Punjab,Patiala,1,PM10,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-19,Punjab,Bathinda,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-19,Punjab,Rupnagar,1,PM10,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-19,Punjab,Amritsar,1,PM2.5,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-19,Punjab,Ludhiana,1,PM10,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-19,Punjab,Jalandhar,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-19,Punjab,Khanna,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-19,Punjab,Mandi Gobindgarh,1,PM10,166,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-18,Punjab,Mandi Gobindgarh,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-18,Punjab,Khanna,1,CO,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-18,Punjab,Amritsar,1,PM2.5,114,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-18,Punjab,Rupnagar,1,PM10,111,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-18,Punjab,Jalandhar,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-18,Punjab,Bathinda,1,CO,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-18,Punjab,Patiala,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-18,Punjab,Ludhiana,1,PM10,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-17,Punjab,Jalandhar,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-17,Punjab,Amritsar,1,PM2.5,110,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-17,Punjab,Rupnagar,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-17,Punjab,Mandi Gobindgarh,1,PM10,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-17,Punjab,Ludhiana,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-17,Punjab,Bathinda,1,CO,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-17,Punjab,Khanna,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-17,Punjab,Patiala,1,O3,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-16,Punjab,Khanna,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-16,Punjab,Mandi Gobindgarh,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-16,Punjab,Jalandhar,1,PM10,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-16,Punjab,Rupnagar,1,PM10,149,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-16,Punjab,Bathinda,1,PM10,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-16,Punjab,Ludhiana,1,PM10,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-16,Punjab,Amritsar,1,PM2.5,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-16,Punjab,Patiala,1,PM10,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-15,Punjab,Ludhiana,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-15,Punjab,Mandi Gobindgarh,1,PM10,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-15,Punjab,Rupnagar,1,PM10,126,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-15,Punjab,Patiala,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-15,Punjab,Amritsar,1,PM2.5,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-15,Punjab,Bathinda,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-14,Punjab,Bathinda,1,PM2.5,182,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-14,Punjab,Mandi Gobindgarh,1,PM10,115,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-14,Punjab,Jalandhar,1,PM10,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-14,Punjab,Ludhiana,1,PM10,151,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-14,Punjab,Patiala,1,PM2.5,119,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-14,Punjab,Khanna,1,PM2.5,104,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-14,Punjab,Rupnagar,1,PM10,146,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-13,Punjab,Mandi Gobindgarh,1,PM10,120,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-13,Punjab,Amritsar,1,PM2.5,127,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-13,Punjab,Jalandhar,1,PM10,119,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-13,Punjab,Ludhiana,1,PM10,105,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-13,Punjab,Rupnagar,1,PM10,172,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-13,Punjab,Bathinda,1,PM2.5,187,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-13,Punjab,Khanna,1,PM10,95,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-13,Punjab,Patiala,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-12,Punjab,Amritsar,1,PM2.5,99,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-12,Punjab,Rupnagar,1,PM10,149,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-12,Punjab,Bathinda,1,PM10,148,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-12,Punjab,Ludhiana,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-12,Punjab,Khanna,1,PM10,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-12,Punjab,Jalandhar,1,PM2.5,119,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-12,Punjab,Patiala,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-12,Punjab,Mandi Gobindgarh,1,PM10,116,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-11,Punjab,Ludhiana,1,PM2.5,51,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-11,Punjab,Khanna,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-11,Punjab,Patiala,1,O3,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-11,Punjab,Rupnagar,1,PM10,146,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-11,Punjab,Mandi Gobindgarh,1,PM10,124,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-11,Punjab,Bathinda,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-11,Punjab,Jalandhar,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-11,Punjab,Amritsar,1,PM2.5,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-10,Punjab,Patiala,1,PM10,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-10,Punjab,Ludhiana,1,PM2.5,109,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-10,Punjab,Amritsar,1,PM2.5,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-10,Punjab,Rupnagar,1,PM10,99,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-10,Punjab,Mandi Gobindgarh,1,PM10,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-10,Punjab,Bathinda,1,PM10,107,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-10,Punjab,Khanna,1,PM10,98,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-09,Punjab,Mandi Gobindgarh,1,PM10,110,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-09,Punjab,Ludhiana,1,PM2.5,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-09,Punjab,Jalandhar,1,PM10,108,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-09,Punjab,Bathinda,1,PM10,155,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-09,Punjab,Rupnagar,1,PM10,164,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-09,Punjab,Khanna,1,PM10,117,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-09,Punjab,Amritsar,1,PM2.5,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-09,Punjab,Patiala,1,PM10,113,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-08,Punjab,Khanna,1,PM10,105,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-08,Punjab,Ludhiana,1,PM2.5,140,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-08,Punjab,Mandi Gobindgarh,1,PM10,121,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-08,Punjab,Patiala,1,PM10,114,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-08,Punjab,Rupnagar,1,PM10,156,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-08,Punjab,Amritsar,1,PM2.5,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-08,Punjab,Jalandhar,1,PM10,104,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-07,Punjab,Ludhiana,1,PM2.5,179,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-07,Punjab,Amritsar,1,PM2.5,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-07,Punjab,Mandi Gobindgarh,1,PM2.5,139,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-07,Punjab,Bathinda,1,PM10,146,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-07,Punjab,Rupnagar,1,PM10,164,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-07,Punjab,Patiala,1,PM2.5,139,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-07,Punjab,Jalandhar,1,PM10,115,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-07,Punjab,Khanna,1,PM2.5,159,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-06,Punjab,Khanna,1,PM10,109,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-06,Punjab,Bathinda,1,PM10,192,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-06,Punjab,Amritsar,1,PM2.5,91,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-06,Punjab,Mandi Gobindgarh,1,PM10,166,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-06,Punjab,Rupnagar,1,PM10,147,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-06,Punjab,Patiala,1,PM10,119,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-06,Punjab,Jalandhar,1,PM10,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-06,Punjab,Ludhiana,1,PM2.5,110,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-05,Punjab,Patiala,1,PM10,119,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-05,Punjab,Mandi Gobindgarh,1,PM10,174,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-05,Punjab,Khanna,1,PM10,119,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-05,Punjab,Jalandhar,1,PM10,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-05,Punjab,Bathinda,1,PM10,135,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-05,Punjab,Rupnagar,1,PM10,131,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-05,Punjab,Amritsar,1,PM2.5,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-05,Punjab,Ludhiana,1,PM10,111,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-04,Punjab,Khanna,1,PM10,116,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-04,Punjab,Mandi Gobindgarh,1,PM10,158,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-04,Punjab,Jalandhar,1,PM10,141,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-04,Punjab,Ludhiana,1,PM10,115,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-04,Punjab,Patiala,1,PM10,116,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-04,Punjab,Amritsar,1,PM2.5,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-04,Punjab,Rupnagar,1,PM10,147,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-04,Punjab,Bathinda,1,PM10,128,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-03,Punjab,Amritsar,1,PM2.5,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-03,Punjab,Patiala,1,PM10,108,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-03,Punjab,Rupnagar,1,PM10,136,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-03,Punjab,Ludhiana,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-03,Punjab,Bathinda,1,PM10,129,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-03,Punjab,Jalandhar,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-03,Punjab,Khanna,1,PM2.5,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-02,Punjab,Mandi Gobindgarh,1,PM10,167,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-02,Punjab,Jalandhar,1,PM2.5,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-02,Punjab,Patiala,1,PM10,99,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-02,Punjab,Bathinda,1,PM10,107,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-02,Punjab,Amritsar,1,PM2.5,109,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2023-10-02,Punjab,Ludhiana,1,PM10,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
