date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
2025-03-29,Punjab,Patiala,1,PM10,91,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-29,Punjab,Amritsar,1,NO2,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-29,Punjab,Mandi Gobindgarh,1,PM2.5,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-29,Punjab,Khanna,1,CO,111,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-29,Punjab,Ludhiana,1,PM10,119,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-28,Punjab,Patiala,1,PM10,136,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-28,Punjab,Ludhiana,1,PM10,121,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-28,Punjab,Mandi Gobindgarh,1,PM2.5,211,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-28,Punjab,Amritsar,1,PM2.5,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-28,Punjab,Khanna,1,CO,106,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-28,Punjab,Bathinda,1,CO,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-28,Punjab,Jalandhar,1,PM10,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-27,Punjab,Patiala,1,PM10,126,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-27,Punjab,Amritsar,1,PM2.5,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-27,Punjab,Bathinda,1,PM2.5,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-27,Punjab,Ludhiana,1,PM10,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-27,Punjab,Khanna,1,PM10,119,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-27,Punjab,Jalandhar,1,PM10,118,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-26,Punjab,Ludhiana,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-26,Punjab,Mandi Gobindgarh,1,PM2.5,129,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-26,Punjab,Amritsar,1,PM2.5,95,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-26,Punjab,Jalandhar,1,PM10,114,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-26,Punjab,Bathinda,1,PM2.5,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-26,Punjab,Rupnagar,1,PM2.5,136,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-26,Punjab,Khanna,1,PM10,91,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-25,Punjab,Rupnagar,1,PM2.5,110,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-25,Punjab,Amritsar,1,PM2.5,132,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-25,Punjab,Khanna,1,PM10,104,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-25,Punjab,Bathinda,1,PM10,99,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-25,Punjab,Mandi Gobindgarh,1,CO,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-25,Punjab,Patiala,1,PM10,121,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-25,Punjab,Ludhiana,1,PM10,99,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-25,Punjab,Jalandhar,1,PM10,116,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-24,Punjab,Patiala,1,PM10,106,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-24,Punjab,Khanna,1,PM10,102,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-24,Punjab,Ludhiana,1,PM2.5,157,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-24,Punjab,Mandi Gobindgarh,1,PM10,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-24,Punjab,Amritsar,1,PM2.5,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-24,Punjab,Jalandhar,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-24,Punjab,Rupnagar,1,PM2.5,136,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-24,Punjab,Bathinda,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-23,Punjab,Ludhiana,1,CO,169,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-23,Punjab,Bathinda,1,PM10,95,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-23,Punjab,Rupnagar,1,PM10,115,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-23,Punjab,Patiala,1,PM10,105,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-23,Punjab,Amritsar,1,PM2.5,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-23,Punjab,Jalandhar,1,PM10,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-23,Punjab,Mandi Gobindgarh,1,CO,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-23,Punjab,Khanna,1,PM10,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-22,Punjab,Jalandhar,1,PM10,99,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-22,Punjab,Rupnagar,1,PM10,100,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-22,Punjab,Patiala,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-22,Punjab,Mandi Gobindgarh,1,CO,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-22,Punjab,Khanna,1,PM2.5,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-22,Punjab,Ludhiana,1,PM2.5,157,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-22,Punjab,Bathinda,1,CO,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-22,Punjab,Amritsar,1,PM2.5,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-21,Punjab,Rupnagar,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-21,Punjab,Jalandhar,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-21,Punjab,Bathinda,1,CO,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-21,Punjab,Amritsar,1,O3,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-21,Punjab,Ludhiana,1,PM10,106,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-21,Punjab,Patiala,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-21,Punjab,Mandi Gobindgarh,1,CO,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-21,Punjab,Khanna,1,CO,64,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-20,Punjab,Ludhiana,1,PM10,96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-20,Punjab,Jalandhar,1,PM10,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-20,Punjab,Khanna,1,PM2.5,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-20,Punjab,Patiala,1,PM10,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-20,Punjab,Bathinda,1,PM10,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-20,Punjab,Rupnagar,1,PM10,105,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-20,Punjab,Mandi Gobindgarh,1,CO,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-20,Punjab,Amritsar,1,O3,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-19,Punjab,Jalandhar,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-19,Punjab,Khanna,1,CO,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-19,Punjab,Patiala,1,PM10,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-19,Punjab,Bathinda,1,PM10,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-19,Punjab,Ludhiana,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-19,Punjab,Mandi Gobindgarh,1,PM2.5,164,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-19,Punjab,Rupnagar,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-18,Punjab,Amritsar,1,CO,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-18,Punjab,Ludhiana,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-18,Punjab,Rupnagar,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-18,Punjab,Khanna,1,PM2.5,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-18,Punjab,Patiala,1,PM10,66,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-18,Punjab,Jalandhar,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-18,Punjab,Bathinda,1,CO,63,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-17,Punjab,Mandi Gobindgarh,1,PM2.5,130,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-17,Punjab,Khanna,1,CO,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-17,Punjab,Bathinda,1,CO,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-17,Punjab,Amritsar,1,CO,82,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-17,Punjab,Ludhiana,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-17,Punjab,Jalandhar,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-17,Punjab,Rupnagar,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-17,Punjab,Patiala,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-16,Punjab,Mandi Gobindgarh,1,CO,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-16,Punjab,Patiala,1,PM2.5,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-16,Punjab,Ludhiana,1,PM10,59,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-16,Punjab,Jalandhar,1,O3,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-16,Punjab,Amritsar,1,CO,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-16,Punjab,Bathinda,1,CO,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-16,Punjab,Rupnagar,1,PM10,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-16,Punjab,Khanna,1,CO,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-15,Punjab,Patiala,1,PM10,35,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-15,Punjab,Mandi Gobindgarh,1,CO,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-15,Punjab,Rupnagar,1,PM10,47,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-15,Punjab,Ludhiana,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-15,Punjab,Bathinda,1,CO,43,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-15,Punjab,Khanna,1,CO,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-15,Punjab,Jalandhar,1,CO,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-15,Punjab,Amritsar,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-14,Punjab,Khanna,1,CO,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-14,Punjab,Ludhiana,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-14,Punjab,Patiala,1,PM10,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-14,Punjab,Rupnagar,1,PM10,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-14,Punjab,Amritsar,1,O3,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-14,Punjab,Jalandhar,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-14,Punjab,Bathinda,1,CO,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-14,Punjab,Mandi Gobindgarh,1,PM2.5,95,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-13,Punjab,Amritsar,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-13,Punjab,Ludhiana,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-13,Punjab,Khanna,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-13,Punjab,Mandi Gobindgarh,1,PM2.5,189,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-13,Punjab,Jalandhar,1,PM10,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-13,Punjab,Patiala,1,PM10,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-13,Punjab,Bathinda,1,CO,55,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-12,Punjab,Jalandhar,1,PM10,91,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-12,Punjab,Amritsar,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-12,Punjab,Rupnagar,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-12,Punjab,Khanna,1,PM10,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-12,Punjab,Bathinda,1,PM2.5,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-12,Punjab,Patiala,1,PM10,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-12,Punjab,Mandi Gobindgarh,1,PM2.5,102,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-12,Punjab,Ludhiana,1,PM10,71,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-11,Punjab,Patiala,1,PM2.5,196,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-11,Punjab,Jalandhar,1,PM10,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-11,Punjab,Mandi Gobindgarh,1,PM2.5,144,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-11,Punjab,Bathinda,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-11,Punjab,Rupnagar,1,PM10,117,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-11,Punjab,Khanna,1,PM2.5,169,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-11,Punjab,Amritsar,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-11,Punjab,Ludhiana,1,PM2.5,132,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-10,Punjab,Rupnagar,1,PM10,123,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-10,Punjab,Ludhiana,1,PM2.5,111,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-10,Punjab,Khanna,1,PM10,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-10,Punjab,Jalandhar,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-10,Punjab,Amritsar,1,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-10,Punjab,Patiala,1,PM10,121,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-10,Punjab,Mandi Gobindgarh,1,CO,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-10,Punjab,Bathinda,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
2025-03-09,Punjab,Patiala,1,O3,153,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
