date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note,fireCount
2022-05-04,Punjab,Ludhiana,1.0,PM2.5,182.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,26.0
2022-05-04,Punjab,Patiala,1.0,PM10,156.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,18.0
2022-05-04,Punjab,Rupnagar,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-05,Punjab,Amritsar,1.0,PM10,108.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,146.0
2022-05-05,Punjab,Bathinda,1.0,CO,46.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,37.0
2022-05-05,Punjab,Jalandhar,1.0,PM10,91.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,59.0
2022-05-05,Punjab,Ludhiana,1.0,PM10,135.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,50.0
2022-05-05,Punjab,Patiala,1.0,PM10,63.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,5.0
2022-05-05,Punjab,Rupnagar,1.0,PM10,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2022-05-06,Punjab,Amritsar,1.0,PM10,133.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,31.0
2022-05-06,Punjab,Bathinda,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,8.0
2022-05-06,Punjab,Jalandhar,1.0,PM10,133.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,5.0
2022-05-06,Punjab,Ludhiana,1.0,PM2.5,199.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,6.0
2022-05-06,Punjab,Patiala,1.0,O3,170.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-06,Punjab,Rupnagar,1.0,PM10,137.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-07,Punjab,Amritsar,1.0,PM10,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,93.0
2022-05-07,Punjab,Bathinda,1.0,PM10,82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,28.0
2022-05-07,Punjab,Jalandhar,1.0,PM10,96.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,94.0
2022-05-07,Punjab,Ludhiana,1.0,PM2.5,129.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,110.0
2022-05-07,Punjab,Patiala,1.0,PM10,119.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,24.0
2022-05-07,Punjab,Rupnagar,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,9.0
2022-05-08,Punjab,Amritsar,1.0,PM10,108.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,72.0
2022-05-08,Punjab,Bathinda,1.0,PM10,81.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,36.0
2022-05-08,Punjab,Jalandhar,1.0,PM10,183.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,108.0
2022-05-08,Punjab,Ludhiana,1.0,PM10,194.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,138.0
2022-05-08,Punjab,Patiala,1.0,O3,175.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,60.0
2022-05-08,Punjab,Rupnagar,1.0,PM10,77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,12.0
2022-05-09,Punjab,Amritsar,1.0,PM2.5,107.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,30.0
2022-05-09,Punjab,Bathinda,1.0,PM10,113.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,6.0
2022-05-09,Punjab,Jalandhar,1.0,PM10,170.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,37.0
2022-05-09,Punjab,Ludhiana,1.0,PM2.5,178.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,41.0
2022-05-09,Punjab,Patiala,1.0,PM10,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,10.0
2022-05-09,Punjab,Rupnagar,1.0,PM10,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2022-05-10,Punjab,Amritsar,1.0,PM10,152.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,14.0
2022-05-10,Punjab,Bathinda,1.0,PM10,115.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,22.0
2022-05-10,Punjab,Jalandhar,1.0,PM10,137.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,66.0
2022-05-10,Punjab,Ludhiana,1.0,PM2.5,147.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,53.0
2022-05-10,Punjab,Patiala,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,22.0
2022-05-10,Punjab,Rupnagar,1.0,PM10,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,9.0
2022-05-11,Punjab,Amritsar,1.0,PM10,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2022-05-11,Punjab,Bathinda,1.0,PM10,81.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2022-05-11,Punjab,Jalandhar,1.0,PM2.5,204.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,11.0
2022-05-11,Punjab,Ludhiana,1.0,PM2.5,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2022-05-11,Punjab,Patiala,1.0,PM10,94.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-11,Punjab,Rupnagar,1.0,PM10,71.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-12,Punjab,Amritsar,1.0,PM10,108.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,12.0
2022-05-12,Punjab,Bathinda,1.0,PM10,82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,8.0
2022-05-12,Punjab,Jalandhar,1.0,PM10,111.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,46.0
2022-05-12,Punjab,Ludhiana,1.0,PM2.5,185.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,37.0
2022-05-12,Punjab,Patiala,1.0,PM10,123.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,19.0
2022-05-12,Punjab,Rupnagar,1.0,PM10,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2022-05-13,Punjab,Amritsar,1.0,PM10,83.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,22.0
2022-05-13,Punjab,Bathinda,1.0,PM10,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2022-05-13,Punjab,Jalandhar,1.0,O3,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,51.0
2022-05-13,Punjab,Ludhiana,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,48.0
2022-05-13,Punjab,Patiala,1.0,PM10,124.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,5.0
2022-05-13,Punjab,Rupnagar,1.0,PM10,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,6.0
2022-05-14,Punjab,Amritsar,1.0,PM10,96.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,8.0
2022-05-14,Punjab,Bathinda,1.0,PM10,81.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2022-05-14,Punjab,Jalandhar,1.0,O3,63.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,86.0
2022-05-14,Punjab,Ludhiana,1.0,PM2.5,105.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,43.0
2022-05-14,Punjab,Patiala,1.0,PM10,140.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,7.0
2022-05-14,Punjab,Rupnagar,1.0,PM10,99.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2022-05-15,Punjab,Amritsar,1.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2022-05-15,Punjab,Bathinda,1.0,PM10,81.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-15,Punjab,Jalandhar,1.0,PM2.5,119.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,9.0
2022-05-15,Punjab,Ludhiana,1.0,PM10,148.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,6.0
2022-05-15,Punjab,Patiala,1.0,O3,154.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2022-05-15,Punjab,Rupnagar,1.0,PM10,124.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-16,Punjab,Amritsar,1.0,PM10,120.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-16,Punjab,Bathinda,1.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-16,Punjab,Jalandhar,1.0,PM2.5,115.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-16,Punjab,Ludhiana,1.0,PM10,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2022-05-16,Punjab,Patiala,1.0,PM10,150.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-16,Punjab,Rupnagar,1.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2022-05-17,Punjab,Amritsar,1.0,PM10,123.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-17,Punjab,Bathinda,1.0,PM10,108.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-17,Punjab,Jalandhar,1.0,PM2.5,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,13.0
2022-05-17,Punjab,Ludhiana,1.0,PM10,150.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,9.0
2022-05-17,Punjab,Patiala,1.0,PM10,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2022-05-17,Punjab,Rupnagar,1.0,PM2.5,81.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-18,Punjab,Amritsar,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2022-05-18,Punjab,Bathinda,1.0,PM10,125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2022-05-18,Punjab,Jalandhar,1.0,PM10,104.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,23.0
2022-05-18,Punjab,Ludhiana,1.0,PM10,185.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,8.0
2022-05-18,Punjab,Patiala,1.0,PM10,151.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,7.0
2022-05-18,Punjab,Rupnagar,1.0,PM10,82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,5.0
2022-05-19,Punjab,Amritsar,1.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-19,Punjab,Bathinda,1.0,PM10,113.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-19,Punjab,Jalandhar,1.0,PM10,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,7.0
2022-05-19,Punjab,Ludhiana,1.0,PM10,152.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,7.0
2022-05-19,Punjab,Patiala,1.0,O3,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2022-05-19,Punjab,Rupnagar,1.0,PM10,91.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-20,Punjab,Amritsar,1.0,PM10,126.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-20,Punjab,Jalandhar,1.0,PM10,167.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2022-05-20,Punjab,Ludhiana,1.0,PM2.5,187.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-20,Punjab,Patiala,1.0,PM10,161.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-20,Punjab,Rupnagar,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2022-05-21,Punjab,Amritsar,1.0,PM10,121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-21,Punjab,Bathinda,1.0,PM10,121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-21,Punjab,Jalandhar,1.0,PM10,131.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2022-05-21,Punjab,Ludhiana,1.0,PM10,143.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2022-05-21,Punjab,Patiala,1.0,PM10,164.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2022-05-21,Punjab,Rupnagar,1.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-22,Punjab,Amritsar,1.0,O3,150.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-22,Punjab,Bathinda,1.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-22,Punjab,Jalandhar,1.0,PM10,137.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2022-05-22,Punjab,Ludhiana,1.0,PM2.5,227.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-22,Punjab,Patiala,1.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-22,Punjab,Rupnagar,1.0,PM10,95.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-23,Punjab,Amritsar,1.0,O3,193.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-23,Punjab,Bathinda,1.0,PM10,287.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-23,Punjab,Jalandhar,1.0,PM10,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-23,Punjab,Ludhiana,1.0,PM10,132.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2022-05-23,Punjab,Patiala,1.0,PM10,92.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-23,Punjab,Rupnagar,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-24,Punjab,Amritsar,1.0,O3,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-24,Punjab,Jalandhar,1.0,CO,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-24,Punjab,Ludhiana,1.0,PM10,48.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-24,Punjab,Patiala,1.0,PM10,49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-24,Punjab,Rupnagar,1.0,CO,35.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-25,Punjab,Amritsar,1.0,O3,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2022-05-25,Punjab,Bathinda,1.0,CO,36.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-25,Punjab,Jalandhar,1.0,PM10,77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-25,Punjab,Ludhiana,1.0,O3,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-25,Punjab,Patiala,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-25,Punjab,Rupnagar,1.0,PM10,37.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-26,Punjab,Amritsar,1.0,O3,94.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2022-05-26,Punjab,Bathinda,1.0,CO,38.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-26,Punjab,Jalandhar,1.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,5.0
2022-05-26,Punjab,Ludhiana,1.0,O3,154.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-26,Punjab,Patiala,1.0,O3,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-26,Punjab,Rupnagar,1.0,PM10,64.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-27,Punjab,Amritsar,1.0,PM10,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-27,Punjab,Bathinda,1.0,PM10,47.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-27,Punjab,Jalandhar,1.0,PM10,134.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-27,Punjab,Ludhiana,1.0,PM2.5,84.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-27,Punjab,Patiala,1.0,PM10,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-27,Punjab,Rupnagar,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-28,Punjab,Amritsar,1.0,PM10,107.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2022-05-28,Punjab,Bathinda,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-28,Punjab,Jalandhar,1.0,PM2.5,212.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2022-05-28,Punjab,Ludhiana,1.0,PM2.5,127.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2022-05-28,Punjab,Patiala,1.0,PM10,121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-28,Punjab,Rupnagar,1.0,PM10,262.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-29,Punjab,Bathinda,1.0,PM10,84.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-29,Punjab,Jalandhar,1.0,PM2.5,126.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-29,Punjab,Ludhiana,1.0,PM10,132.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2022-05-29,Punjab,Patiala,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-29,Punjab,Rupnagar,1.0,PM10,85.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-30,Punjab,Amritsar,1.0,PM10,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-05-30,Punjab,Bathinda,1.0,PM10,92.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
