date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note,fireCount
2023-06-19,Punjab,Rupnagar,1.0,PM2.5,162.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-20,Punjab,Amritsar,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-20,Punjab,Bathinda,1.0,PM2.5,59.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-20,Punjab,Jalandhar,1.0,O3,158.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-20,Punjab,Ludhiana,1.0,PM10,126.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-20,Punjab,Patiala,1.0,O3,79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-20,Punjab,Rupnagar,1.0,PM10,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-21,Punjab,Amritsar,1.0,PM10,92.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-21,Punjab,Bathinda,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-21,Punjab,Jalandhar,1.0,PM10,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-21,Punjab,Ludhiana,1.0,PM10,134.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-21,Punjab,Patiala,1.0,O3,69.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-21,Punjab,Rupnagar,1.0,PM10,98.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-22,Punjab,Amritsar,1.0,PM2.5,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-22,Punjab,Bathinda,1.0,PM10,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-22,Punjab,Jalandhar,1.0,PM10,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-22,Punjab,Ludhiana,1.0,PM10,167.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-22,Punjab,Patiala,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-22,Punjab,Rupnagar,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-23,Punjab,Amritsar,1.0,O3,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-23,Punjab,Bathinda,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-23,Punjab,Jalandhar,1.0,PM10,116.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-23,Punjab,Ludhiana,1.0,PM10,160.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-23,Punjab,Patiala,1.0,PM10,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-23,Punjab,Rupnagar,1.0,PM10,127.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-24,Punjab,Amritsar,1.0,PM10,69.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-24,Punjab,Bathinda,1.0,PM2.5,115.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-24,Punjab,Jalandhar,1.0,PM10,107.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-24,Punjab,Ludhiana,1.0,PM10,132.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-24,Punjab,Patiala,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-24,Punjab,Rupnagar,1.0,PM10,133.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-25,Punjab,Bathinda,1.0,PM2.5,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-25,Punjab,Jalandhar,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-25,Punjab,Ludhiana,1.0,PM10,127.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-25,Punjab,Patiala,1.0,PM10,53.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-25,Punjab,Rupnagar,1.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-26,Punjab,Amritsar,1.0,O3,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-26,Punjab,Jalandhar,1.0,O3,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-26,Punjab,Ludhiana,1.0,PM10,75.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-26,Punjab,Patiala,1.0,O3,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-26,Punjab,Rupnagar,1.0,PM10,138.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-27,Punjab,Amritsar,1.0,PM10,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-27,Punjab,Bathinda,1.0,PM2.5,98.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-27,Punjab,Jalandhar,1.0,PM10,69.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-27,Punjab,Ludhiana,1.0,PM10,118.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-27,Punjab,Patiala,1.0,O3,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-27,Punjab,Rupnagar,1.0,PM10,151.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-28,Punjab,Amritsar,1.0,PM10,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-28,Punjab,Bathinda,1.0,PM10,38.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-28,Punjab,Jalandhar,1.0,PM10,64.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-28,Punjab,Ludhiana,1.0,PM10,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-28,Punjab,Patiala,1.0,O3,45.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-28,Punjab,Rupnagar,1.0,PM10,147.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-29,Punjab,Amritsar,1.0,PM10,63.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-29,Punjab,Bathinda,1.0,PM2.5,121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-29,Punjab,Jalandhar,1.0,PM10,58.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-29,Punjab,Ludhiana,1.0,PM10,104.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-29,Punjab,Patiala,1.0,O3,44.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-29,Punjab,Rupnagar,1.0,PM10,153.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-30,Punjab,Jalandhar,1.0,PM10,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-30,Punjab,Ludhiana,1.0,PM2.5,127.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-06-30,Punjab,Rupnagar,1.0,PM10,166.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-01,Punjab,Amritsar,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-01,Punjab,Jalandhar,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-01,Punjab,Ludhiana,1.0,PM10,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-01,Punjab,Patiala,1.0,O3,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-01,Punjab,Rupnagar,1.0,PM10,104.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-02,Punjab,Amritsar,1.0,PM2.5,64.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-02,Punjab,Jalandhar,1.0,PM10,95.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-02,Punjab,Ludhiana,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-02,Punjab,Patiala,1.0,PM10,49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-02,Punjab,Rupnagar,1.0,PM10,92.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-03,Punjab,Amritsar,1.0,PM2.5,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-03,Punjab,Jalandhar,1.0,PM2.5,122.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-03,Punjab,Ludhiana,1.0,PM10,151.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-03,Punjab,Patiala,1.0,O3,109.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-03,Punjab,Rupnagar,1.0,PM10,98.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-04,Punjab,Bathinda,1.0,PM2.5,163.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-04,Punjab,Jalandhar,1.0,PM10,81.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-04,Punjab,Patiala,1.0,PM10,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-04,Punjab,Rupnagar,1.0,PM10,138.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-05,Punjab,Amritsar,1.0,PM2.5,85.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-05,Punjab,Bathinda,1.0,CO,67.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-05,Punjab,Jalandhar,1.0,PM10,46.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-05,Punjab,Ludhiana,1.0,PM10,96.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-05,Punjab,Patiala,1.0,PM10,53.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-05,Punjab,Rupnagar,1.0,PM10,148.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-06,Punjab,Amritsar,1.0,PM2.5,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-06,Punjab,Bathinda,1.0,CO,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-06,Punjab,Jalandhar,1.0,O3,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-06,Punjab,Ludhiana,1.0,PM10,82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-06,Punjab,Patiala,1.0,O3,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-06,Punjab,Rupnagar,1.0,PM10,118.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-07,Punjab,Amritsar,1.0,PM2.5,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-07,Punjab,Bathinda,1.0,CO,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-07,Punjab,Jalandhar,1.0,PM10,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-07,Punjab,Ludhiana,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-07,Punjab,Patiala,1.0,O3,41.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-07,Punjab,Rupnagar,1.0,PM10,133.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-08,Punjab,Amritsar,1.0,PM2.5,66.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-08,Punjab,Bathinda,1.0,CO,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-08,Punjab,Jalandhar,1.0,O3,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-08,Punjab,Ludhiana,1.0,PM10,86.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-08,Punjab,Patiala,1.0,PM10,40.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-08,Punjab,Rupnagar,1.0,PM10,126.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-09,Punjab,Bathinda,1.0,CO,57.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-09,Punjab,Jalandhar,1.0,O3,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-09,Punjab,Ludhiana,1.0,PM2.5,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-09,Punjab,Patiala,1.0,CO,41.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-09,Punjab,Rupnagar,1.0,CO,83.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-10,Punjab,Amritsar,1.0,PM2.5,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-10,Punjab,Bathinda,1.0,PM10,49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-10,Punjab,Jalandhar,1.0,PM10,53.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-10,Punjab,Ludhiana,1.0,CO,34.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-10,Punjab,Patiala,1.0,NO2,34.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-11,Punjab,Amritsar,1.0,PM2.5,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-11,Punjab,Bathinda,1.0,PM10,41.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-11,Punjab,Jalandhar,1.0,PM10,72.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-11,Punjab,Ludhiana,1.0,PM10,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-11,Punjab,Patiala,1.0,PM10,40.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-11,Punjab,Rupnagar,1.0,CO,75.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-12,Punjab,Amritsar,1.0,PM2.5,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-12,Punjab,Bathinda,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-12,Punjab,Jalandhar,1.0,CO,53.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-12,Punjab,Ludhiana,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-12,Punjab,Patiala,1.0,PM10,40.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-12,Punjab,Rupnagar,1.0,CO,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-13,Punjab,Amritsar,1.0,PM2.5,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-13,Punjab,Bathinda,1.0,PM10,57.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-13,Punjab,Ludhiana,1.0,PM10,49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-13,Punjab,Patiala,1.0,CO,31.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-13,Punjab,Rupnagar,1.0,CO,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-14,Punjab,Amritsar,1.0,O3,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-14,Punjab,Jalandhar,1.0,PM10,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-14,Punjab,Ludhiana,1.0,PM10,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-14,Punjab,Patiala,1.0,O3,38.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-14,Punjab,Rupnagar,1.0,PM10,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-15,Punjab,Amritsar,1.0,O3,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-15,Punjab,Bathinda,1.0,PM10,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-15,Punjab,Jalandhar,1.0,PM10,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-15,Punjab,Ludhiana,1.0,PM10,99.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-15,Punjab,Patiala,1.0,PM10,49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-15,Punjab,Rupnagar,1.0,PM10,116.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-16,Punjab,Amritsar,1.0,O3,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-16,Punjab,Bathinda,1.0,PM10,41.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-16,Punjab,Jalandhar,1.0,PM10,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-16,Punjab,Ludhiana,1.0,PM10,82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-16,Punjab,Patiala,1.0,PM10,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-16,Punjab,Rupnagar,1.0,PM10,91.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-17,Punjab,Amritsar,1.0,O3,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-17,Punjab,Bathinda,1.0,NO2,27.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-17,Punjab,Jalandhar,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-17,Punjab,Patiala,1.0,PM10,63.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-17,Punjab,Rupnagar,1.0,PM10,109.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-18,Punjab,Amritsar,1.0,O3,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-18,Punjab,Bathinda,1.0,PM10,38.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-18,Punjab,Jalandhar,1.0,PM10,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-18,Punjab,Ludhiana,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-18,Punjab,Patiala,1.0,PM10,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-18,Punjab,Rupnagar,1.0,PM10,96.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-19,Punjab,Amritsar,1.0,O3,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-19,Punjab,Bathinda,1.0,PM10,40.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-19,Punjab,Jalandhar,1.0,PM10,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-19,Punjab,Ludhiana,1.0,PM10,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-19,Punjab,Patiala,1.0,CO,33.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-19,Punjab,Rupnagar,1.0,PM10,98.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-20,Punjab,Amritsar,1.0,PM2.5,124.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-20,Punjab,Bathinda,1.0,PM10,37.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-20,Punjab,Jalandhar,1.0,PM10,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-20,Punjab,Ludhiana,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-20,Punjab,Patiala,1.0,CO,41.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-20,Punjab,Rupnagar,1.0,PM10,186.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-21,Punjab,Amritsar,1.0,PM2.5,108.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-21,Punjab,Bathinda,1.0,PM10,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-21,Punjab,Jalandhar,1.0,PM10,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-21,Punjab,Ludhiana,1.0,PM2.5,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-21,Punjab,Patiala,1.0,PM10,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-21,Punjab,Rupnagar,1.0,PM10,176.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-22,Punjab,Amritsar,1.0,PM2.5,86.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-22,Punjab,Bathinda,1.0,PM10,48.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-22,Punjab,Jalandhar,1.0,PM10,38.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-22,Punjab,Ludhiana,1.0,PM10,83.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-22,Punjab,Patiala,1.0,PM10,42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-22,Punjab,Rupnagar,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-23,Punjab,Bathinda,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-23,Punjab,Jalandhar,1.0,PM10,31.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-23,Punjab,Ludhiana,1.0,PM10,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-23,Punjab,Patiala,1.0,CO,41.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-23,Punjab,Rupnagar,1.0,PM10,201.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-24,Punjab,Amritsar,1.0,PM2.5,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-24,Punjab,Bathinda,1.0,PM10,107.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-24,Punjab,Ludhiana,1.0,PM10,79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-24,Punjab,Patiala,1.0,CO,44.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-24,Punjab,Rupnagar,1.0,PM10,217.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-25,Punjab,Bathinda,1.0,PM10,67.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-07-25,Punjab,Jalandhar,1.0,PM10,59.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
