date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_max,surface_pressure_mean,area
2023-05-16,30.9,38.7,22.8,28,0.0,16.8,974.5,Patiala
2023-05-17,31.8,39.4,23.8,28,0.0,14.8,975.7,Patiala
2023-05-18,28.0,34.8,20.3,43,0.0,19.1,979.8,Patiala
2023-05-19,29.3,36.0,22.8,41,0.0,17.6,977.2,Patiala
2023-05-20,30.8,38.8,23.2,34,0.0,18.9,974.9,Patiala
2023-05-21,31.9,41.0,23.4,33,0.0,16.6,975.1,Patiala
2023-05-22,33.7,42.4,24.6,27,0.0,24.9,975.3,Patiala
2023-05-23,32.7,40.1,25.7,33,0.0,23.8,975.7,Patiala
2023-05-24,27.4,32.0,22.3,57,23.8,21.2,976.0,Patiala
2023-05-25,26.9,33.7,21.7,63,1.7,16.3,976.0,Patiala
2023-05-26,26.6,32.3,20.4,62,4.7,23.4,977.0,Patiala
2023-05-27,26.2,32.8,21.0,63,0.2,12.6,976.6,Patiala
2023-05-28,27.9,34.8,21.1,54,0.0,10.7,977.1,Patiala
2023-05-29,26.9,34.0,22.0,64,5.7,22.2,979.6,Patiala
2023-05-30,27.3,33.1,22.1,60,1.1,12.8,979.4,Patiala
2023-05-31,22.6,27.1,20.0,85,44.7,19.7,977.9,Patiala
2023-06-01,24.6,31.5,18.4,70,0.0,13.5,977.7,Patiala
2023-06-02,25.5,30.8,21.3,65,0.4,10.2,977.0,Patiala
2023-06-03,27.1,33.5,20.4,59,0.0,8.7,976.9,Patiala
2023-06-04,28.9,34.9,22.3,54,0.0,12.4,976.3,Patiala
2023-06-05,29.6,36.5,23.1,50,0.2,14.3,974.8,Patiala
2023-06-06,29.4,36.8,22.6,47,0.0,16.2,975.1,Patiala
2023-06-07,29.7,35.1,23.2,48,0.2,15.7,975.1,Patiala
2023-06-08,30.5,36.7,24.2,45,0.0,22.7,974.3,Patiala
2023-06-09,31.4,39.2,24.3,45,0.0,22.0,971.2,Patiala
2023-06-10,32.8,40.4,25.5,45,0.0,20.1,969.9,Patiala
2023-06-11,32.1,38.1,26.6,51,0.0,22.7,970.2,Patiala
2023-06-12,32.5,38.9,25.6,49,0.0,18.1,969.8,Patiala
2023-06-13,34.0,40.7,27.8,47,0.0,28.6,969.6,Patiala
2023-06-14,31.3,37.3,28.1,55,1.5,25.0,970.8,Patiala
2023-06-15,30.1,35.9,25.8,61,0.0,19.7,972.1,Patiala
2023-06-16,30.6,36.8,25.2,58,0.4,20.3,971.7,Patiala
2023-06-17,32.4,38.4,26.3,54,0.1,12.2,971.6,Patiala
2023-06-18,30.0,33.0,26.5,67,1.6,12.6,972.1,Patiala
2023-06-19,31.1,36.7,26.4,62,0.0,11.4,971.1,Patiala
2023-06-20,32.0,37.0,26.6,62,0.3,17.1,970.3,Patiala
2023-06-21,31.5,37.4,26.5,68,0.2,15.9,971.1,Patiala
2023-06-22,31.4,36.2,27.4,71,0.5,19.1,971.3,Patiala
2023-06-23,31.4,36.0,26.4,72,1.2,19.1,971.3,Patiala
2023-06-24,31.0,36.0,26.7,72,7.5,19.3,970.9,Patiala
2023-06-25,28.5,33.4,25.6,81,4.3,23.2,971.9,Patiala
2023-06-26,27.5,30.7,25.2,85,9.5,12.4,973.1,Patiala
2023-06-27,28.3,34.2,24.3,81,5.1,15.5,972.0,Patiala
2023-06-28,29.4,33.7,25.6,76,0.2,15.5,973.3,Patiala
2023-06-29,28.7,32.8,26.1,80,11.3,10.4,972.5,Patiala
2023-06-30,29.4,34.5,25.4,76,6.7,15.9,970.8,Patiala
2023-07-01,29.2,34.2,24.0,76,0.4,11.8,971.7,Patiala
2023-07-02,30.1,34.7,25.5,75,0.2,10.8,972.1,Patiala
2023-07-03,31.2,36.0,27.1,71,0.2,15.4,971.5,Patiala
2023-07-04,30.6,36.5,25.7,75,3.2,17.4,970.0,Patiala
2023-07-05,28.8,33.8,25.5,79,3.1,16.4,970.7,Patiala
2023-07-06,28.8,33.5,26.0,79,0.5,13.5,972.7,Patiala
2023-07-07,28.4,32.9,25.7,82,12.1,15.3,973.3,Patiala
2023-07-08,26.8,28.6,25.0,91,19.6,16.7,973.7,Patiala
2023-07-09,26.3,29.4,24.6,91,55.3,22.4,972.4,Patiala
2023-07-10,26.4,29.5,24.6,92,61.0,14.4,972.9,Patiala
2023-07-11,27.9,32.1,24.7,83,1.5,11.5,972.6,Patiala
2023-07-12,28.6,33.5,24.6,83,0.7,12.1,972.2,Patiala
2023-07-13,28.2,32.5,24.2,83,1.4,17.3,972.3,Patiala
2023-07-14,28.6,32.9,24.8,85,1.5,12.8,972.9,Patiala
2023-07-15,29.1,33.4,25.7,84,4.8,13.1,972.0,Patiala
2023-07-16,28.3,32.1,25.5,87,8.8,17.7,972.5,Patiala
2023-07-17,29.0,33.0,26.2,86,4.6,11.4,971.5,Patiala
2023-07-18,28.3,31.1,26.4,87,2.1,17.7,971.6,Patiala
2023-07-19,28.1,32.4,25.9,87,6.8,17.0,971.8,Patiala
2023-07-20,30.6,34.8,26.6,76,0.1,6.9,971.6,Patiala
2023-07-21,30.7,35.1,27.7,80,5.5,11.4,972.9,Patiala
2023-07-22,28.6,32.4,25.9,84,19.4,19.4,976.0,Patiala
2023-07-23,29.9,33.5,26.8,74,0.0,14.7,976.0,Patiala
2023-07-24,29.8,33.2,27.4,80,0.1,16.9,973.7,Patiala
2023-07-25,29.5,33.2,25.8,82,16.5,12.1,973.5,Patiala
2023-07-26,27.2,30.4,24.8,87,15.5,13.5,975.1,Patiala
2023-07-27,28.4,32.3,25.4,86,4.8,6.8,974.0,Patiala
2023-07-28,27.4,30.7,25.5,88,25.7,6.3,971.9,Patiala
2023-07-29,27.8,32.0,24.3,87,8.5,11.9,970.8,Patiala
2023-07-30,28.3,32.3,25.3,88,0.8,6.8,970.4,Patiala
2023-07-31,29.2,33.3,25.5,83,0.4,10.9,969.8,Patiala
2023-08-01,29.9,33.9,26.0,81,0.1,13.6,968.8,Patiala
2023-08-02,29.5,34.1,26.2,83,2.8,13.9,969.4,Patiala
2023-08-03,28.7,33.0,23.9,87,12.2,11.4,969.8,Patiala
2023-08-04,28.7,31.9,26.1,88,4.5,12.9,972.1,Patiala
2023-08-05,29.2,33.2,26.0,85,1.0,13.5,973.3,Patiala
2023-08-06,28.8,33.1,26.6,85,2.3,12.6,970.3,Patiala
2023-08-07,28.6,33.0,24.4,83,10.6,14.2,968.2,Patiala
2023-08-08,29.4,33.1,26.0,82,0.5,15.5,969.2,Patiala
2023-08-09,29.4,33.3,26.2,82,0.7,15.4,972.9,Patiala
2023-08-10,28.9,32.5,26.1,85,8.7,12.0,974.5,Patiala
2023-08-11,28.9,32.7,26.3,87,1.4,11.1,974.6,Patiala
2023-08-12,29.6,33.7,26.3,80,0.0,13.8,972.1,Patiala
2023-08-13,29.0,33.9,25.7,81,0.2,16.8,970.0,Patiala
2023-08-14,28.1,31.7,25.6,81,1.3,17.2,974.3,Patiala
2023-08-15,28.4,32.7,25.2,81,0.7,15.1,975.2,Patiala
2023-08-16,29.5,33.4,25.8,79,0.0,11.8,974.5,Patiala
2023-08-17,29.7,33.4,26.3,80,1.3,14.2,973.8,Patiala
2023-08-18,29.9,34.3,26.2,81,0.5,7.3,974.2,Patiala
2023-08-19,29.7,33.7,26.2,84,1.0,13.5,975.0,Patiala
2023-08-20,30.1,34.1,27.3,82,2.1,11.0,975.5,Patiala
2023-08-21,30.1,33.6,26.9,84,1.9,9.1,973.8,Patiala
2023-08-22,30.1,34.6,26.5,82,0.6,17.5,971.6,Patiala
2023-08-23,27.4,30.4,25.3,87,0.8,22.7,970.9,Patiala
2023-08-24,28.4,33.1,24.6,80,0.5,13.6,970.1,Patiala
2023-08-25,28.6,33.4,24.2,79,0.7,17.7,970.3,Patiala
2023-08-26,27.7,32.1,23.9,83,7.5,12.8,972.4,Patiala
2023-08-27,28.7,32.8,25.2,77,0.1,13.9,972.0,Patiala
2023-08-28,27.9,32.1,24.8,78,0.1,13.7,972.1,Patiala
2023-08-29,28.6,33.6,24.5,76,0.8,14.0,974.5,Patiala
2023-08-30,28.8,34.0,24.5,73,0.0,14.0,976.0,Patiala
2023-08-31,29.4,34.5,24.0,72,0.0,12.7,976.7,Patiala
2023-09-01,30.3,35.5,25.8,69,0.0,14.4,976.4,Patiala
2023-09-02,30.2,35.3,25.6,67,0.0,17.2,975.2,Patiala
2023-09-03,29.8,34.5,26.0,64,0.0,14.1,974.2,Patiala
2023-09-04,29.8,35.0,24.9,66,0.0,12.4,973.8,Patiala
2023-09-05,29.3,35.1,24.2,72,0.0,13.1,975.2,Patiala
2023-09-06,29.8,35.6,24.0,70,0.0,6.3,975.9,Patiala
2023-09-07,30.0,35.7,24.9,70,0.0,9.1,975.3,Patiala
2023-09-08,29.8,34.4,25.7,72,0.0,11.0,975.6,Patiala
2023-09-09,28.7,33.0,24.3,75,0.5,13.6,975.1,Patiala
2023-09-10,28.2,32.7,24.9,74,0.1,13.5,973.5,Patiala
2023-09-11,28.9,34.2,24.1,72,0.0,10.2,973.5,Patiala
2023-09-12,29.8,34.3,25.9,75,0.2,10.0,973.5,Patiala
2023-09-13,29.2,33.2,26.0,81,2.9,11.7,973.9,Patiala
2023-09-14,29.7,34.0,26.6,79,2.7,11.2,975.1,Patiala
2023-09-15,27.8,32.7,25.4,84,16.2,15.3,976.5,Patiala
2023-09-16,28.5,33.6,24.4,79,0.0,8.2,976.0,Patiala
2023-09-17,27.0,30.6,25.6,85,10.9,13.5,974.9,Patiala
2023-09-18,27.2,31.9,24.1,84,10.5,17.4,975.2,Patiala
2023-09-19,27.4,32.2,24.5,84,0.8,10.1,977.4,Patiala
2023-09-20,27.8,32.0,24.8,84,6.8,9.0,977.5,Patiala
2023-09-21,28.5,33.0,24.4,79,0.0,10.8,976.5,Patiala
2023-09-22,28.3,33.0,24.6,79,0.2,8.4,976.7,Patiala
2023-09-23,27.8,32.5,24.5,81,0.0,12.4,977.5,Patiala
2023-09-24,27.0,32.1,23.9,82,0.9,8.9,977.0,Patiala
2023-09-25,26.7,31.2,22.6,80,1.0,14.2,977.5,Patiala
2023-09-26,27.0,32.5,22.1,73,0.0,11.0,978.7,Patiala
2023-09-27,26.9,32.7,22.3,68,0.0,16.0,978.3,Patiala
2023-09-28,26.4,33.1,21.0,67,0.0,10.2,977.6,Patiala
2023-09-29,26.4,33.6,20.4,67,0.0,9.3,977.5,Patiala
2023-09-30,27.6,34.2,22.3,61,0.0,15.9,977.7,Patiala
2023-10-01,26.7,33.6,22.0,57,0.0,12.6,977.4,Patiala
2023-10-02,25.5,32.6,19.5,49,0.0,16.3,977.9,Patiala
2023-10-03,26.0,33.5,20.1,50,0.0,19.6,978.4,Patiala
2023-10-04,25.9,33.6,19.5,60,0.0,17.6,978.6,Patiala
2023-10-05,25.8,33.3,19.9,62,0.0,15.0,977.8,Patiala
2023-10-06,25.8,33.6,19.5,63,0.0,11.2,976.6,Patiala
2023-10-07,26.4,33.8,19.5,67,0.0,8.9,977.9,Patiala
2023-10-08,27.7,34.0,21.7,68,0.0,12.4,978.5,Patiala
2023-10-09,28.0,34.4,23.1,61,0.0,10.1,979.1,Patiala
2023-10-10,27.0,33.2,22.3,57,0.0,14.1,980.6,Patiala
2023-10-11,25.2,32.0,20.5,59,0.0,13.4,981.3,Patiala
2023-10-12,24.6,31.6,18.3,61,0.0,10.4,982.5,Patiala
2023-10-13,25.2,32.1,19.4,64,0.0,9.9,983.1,Patiala
2023-10-14,26.0,32.5,20.9,64,0.0,12.1,982.5,Patiala
2023-10-15,24.8,32.6,20.1,65,0.1,17.6,980.7,Patiala
2023-10-16,21.8,27.7,18.5,72,6.6,21.8,982.1,Patiala
2023-10-17,21.0,27.4,16.5,68,0.0,9.0,985.8,Patiala
2023-10-18,21.1,27.8,16.0,66,0.0,13.4,985.8,Patiala
2023-10-19,21.0,27.7,16.2,66,0.0,11.3,985.2,Patiala
2023-10-20,21.8,29.3,15.8,66,0.0,9.1,985.6,Patiala
2023-10-21,22.7,30.2,17.4,67,0.0,9.5,986.1,Patiala
2023-10-22,21.9,28.3,16.6,69,0.0,10.7,986.7,Patiala
2023-10-23,22.4,30.0,17.3,66,0.0,10.9,985.1,Patiala
2023-10-24,22.7,30.2,16.1,64,0.0,11.2,984.4,Patiala
2023-10-25,22.6,30.2,16.7,61,0.0,13.6,985.1,Patiala
2023-10-26,22.5,30.5,17.2,63,0.0,14.6,984.6,Patiala
2023-10-27,22.1,30.5,15.4,60,0.0,11.7,983.7,Patiala
2023-10-28,22.4,29.9,16.0,66,0.0,9.1,984.0,Patiala
2023-10-29,22.7,30.2,17.1,68,0.0,9.1,984.3,Patiala
2023-10-30,22.8,30.3,16.5,68,0.0,8.4,985.1,Patiala
2023-10-31,22.8,30.6,16.6,69,0.0,8.9,986.4,Patiala
2023-11-01,22.7,30.2,16.5,68,0.0,9.7,987.1,Patiala
2023-11-02,22.6,29.8,16.4,65,0.0,10.9,985.2,Patiala
2023-11-03,21.4,29.0,17.4,69,1.2,17.9,982.8,Patiala
2023-11-04,21.4,29.5,13.8,60,0.0,11.9,983.0,Patiala
2023-11-05,21.3,29.6,15.6,65,0.0,12.4,984.4,Patiala
2023-11-06,20.9,28.7,14.4,61,0.0,9.8,986.1,Patiala
2023-11-07,21.5,29.2,14.8,64,0.0,10.0,985.4,Patiala
2023-11-08,22.3,30.1,16.1,62,0.0,13.2,984.2,Patiala
2023-11-09,21.6,29.0,15.6,64,0.0,10.0,984.2,Patiala
2023-11-10,18.9,24.4,15.2,78,5.7,18.6,986.6,Patiala
2023-11-11,18.2,24.8,13.3,77,0.0,9.5,988.3,Patiala
2023-11-12,18.6,25.9,14.1,71,0.0,12.5,988.0,Patiala
2023-11-13,18.0,25.9,12.2,74,0.0,10.1,988.1,Patiala
2023-11-14,18.5,26.1,12.9,72,0.0,8.8,987.6,Patiala
2023-11-15,18.6,27.1,12.3,76,0.0,9.4,987.1,Patiala
2023-11-16,19.1,27.2,13.1,73,0.0,9.0,988.2,Patiala
2023-11-17,19.9,28.3,13.0,69,0.0,10.1,988.1,Patiala
2023-11-18,18.8,27.2,12.7,69,0.0,10.3,986.2,Patiala
2023-11-19,19.2,26.3,12.7,68,0.0,15.8,987.3,Patiala
2023-11-20,19.2,26.1,14.3,66,0.0,9.4,987.5,Patiala
2023-11-21,18.6,25.3,13.4,66,0.0,15.6,986.4,Patiala
2023-11-22,17.9,25.4,13.2,64,0.0,14.3,984.0,Patiala
2023-11-23,17.6,24.6,11.0,69,0.0,7.6,984.1,Patiala
2023-11-24,17.7,25.8,11.4,70,0.0,9.1,986.2,Patiala
2023-11-25,16.9,25.2,11.1,78,0.0,10.0,986.9,Patiala
2023-11-26,18.1,24.9,13.0,72,0.0,9.4,988.0,Patiala
2023-11-27,16.9,21.5,13.7,77,0.2,15.6,985.9,Patiala
2023-11-28,18.1,24.6,13.3,78,0.4,9.8,985.8,Patiala
2023-11-29,18.1,24.5,12.5,75,0.0,8.4,985.9,Patiala
2023-11-30,16.7,21.9,12.7,84,8.4,15.8,987.0,Patiala
2023-12-01,16.6,23.7,11.4,82,0.0,9.4,987.3,Patiala
2023-12-02,16.1,23.7,11.2,82,0.0,10.1,987.3,Patiala
2023-12-03,15.5,23.1,9.9,82,0.0,10.4,987.6,Patiala
2023-12-04,15.3,22.3,10.5,78,0.0,9.5,986.4,Patiala
2023-12-05,15.6,22.7,9.6,76,0.0,11.0,986.0,Patiala
2023-12-06,16.0,23.4,11.3,83,0.0,9.2,986.4,Patiala
2023-12-07,15.1,23.3,10.2,84,0.0,10.1,985.7,Patiala
2023-12-08,14.3,22.1,8.4,82,0.0,12.1,985.1,Patiala
2023-12-09,14.9,22.1,10.3,73,0.0,14.0,986.0,Patiala
2023-12-10,14.6,21.3,10.9,75,0.0,16.8,984.1,Patiala
2023-12-11,13.8,21.4,8.9,75,0.0,9.9,984.7,Patiala
2023-12-12,13.3,21.5,8.1,76,0.0,9.7,984.4,Patiala
2023-12-13,13.3,21.5,7.3,73,0.0,12.6,986.0,Patiala
2023-12-14,14.0,21.3,9.7,73,0.0,15.4,986.6,Patiala
2023-12-15,12.6,20.2,6.6,78,0.0,9.7,988.0,Patiala
2023-12-16,13.0,20.3,6.5,76,0.0,10.6,986.8,Patiala
2023-12-17,13.6,20.4,7.4,73,0.0,13.9,988.0,Patiala
2023-12-18,13.7,20.4,9.0,73,0.0,16.8,989.2,Patiala
2023-12-19,13.5,20.4,8.2,73,0.0,15.3,989.0,Patiala
2023-12-20,12.4,19.8,6.8,80,0.0,10.5,988.8,Patiala
2023-12-21,12.0,20.5,5.6,83,0.0,10.5,987.4,Patiala
2023-12-22,12.3,20.6,5.6,81,0.0,10.6,987.0,Patiala
2023-12-23,14.6,22.0,8.6,75,0.0,10.9,989.6,Patiala
2023-12-24,14.3,22.0,7.9,78,0.0,10.3,990.8,Patiala
2023-12-25,13.8,21.4,10.1,83,0.0,10.6,988.6,Patiala
2023-12-26,13.4,21.4,8.0,79,0.0,9.5,988.4,Patiala
2023-12-27,13.4,21.7,6.6,80,0.0,9.8,989.8,Patiala
2023-12-28,12.7,19.6,9.1,90,0.0,8.3,988.5,Patiala
2023-12-29,12.1,19.0,8.7,92,0.0,10.1,989.4,Patiala
2023-12-30,11.4,18.2,8.3,92,0.0,10.1,988.1,Patiala
2023-12-31,10.2,16.3,6.1,92,0.0,8.2,988.0,Patiala
2024-01-01,9.2,15.3,5.7,92,0.0,7.8,988.2,Patiala
2024-01-02,8.6,13.6,4.3,91,0.0,9.0,987.6,Patiala
2024-01-03,8.5,15.2,4.6,92,0.0,7.9,987.4,Patiala
2024-01-04,8.7,16.4,3.1,91,0.0,9.4,987.3,Patiala
2024-01-05,8.5,15.1,4.5,91,0.0,9.5,987.7,Patiala
2024-01-06,9.4,17.0,4.9,88,0.0,9.6,989.0,Patiala
2024-01-07,8.8,15.8,4.7,92,0.0,8.7,989.7,Patiala
2024-01-08,9.4,16.8,5.5,90,0.0,8.0,989.4,Patiala
2024-01-09,7.6,13.8,4.4,91,0.0,12.1,989.7,Patiala
2024-01-10,8.0,15.5,3.5,90,0.0,14.9,987.9,Patiala
2024-01-11,7.9,14.1,2.8,92,0.0,13.3,988.4,Patiala
2024-01-12,9.0,15.6,4.7,88,0.0,13.0,987.1,Patiala
2024-01-13,8.4,15.3,5.0,92,0.0,10.4,986.6,Patiala
2024-01-14,7.7,14.9,4.3,91,0.0,8.9,987.0,Patiala
2024-01-15,7.1,13.2,4.0,94,0.0,8.7,986.5,Patiala
2024-01-16,8.3,14.8,4.5,92,0.0,8.7,984.4,Patiala
2024-01-17,10.3,16.9,4.1,90,0.0,10.0,984.6,Patiala
2024-01-18,9.9,16.2,6.8,95,0.0,10.2,986.4,Patiala
2024-01-19,9.3,15.0,5.8,94,0.0,10.0,987.8,Patiala
2024-01-20,8.5,14.5,5.4,92,0.0,8.7,988.6,Patiala
2024-01-21,8.4,15.0,4.7,91,0.0,12.2,987.5,Patiala
2024-01-22,7.1,13.4,3.4,93,0.0,10.2,988.5,Patiala
2024-01-23,7.8,14.9,3.2,92,0.0,8.4,988.1,Patiala
2024-01-24,7.7,15.2,3.6,93,0.0,9.0,988.1,Patiala
2024-01-25,8.4,14.7,3.1,92,0.0,10.2,990.0,Patiala
2024-01-26,10.0,17.1,5.0,90,0.0,9.3,990.5,Patiala
2024-01-27,12.5,19.1,8.3,83,0.0,16.6,988.6,Patiala
2024-01-28,11.9,18.5,6.3,88,0.0,11.5,987.4,Patiala
2024-01-29,13.4,19.4,8.8,88,0.0,11.4,987.8,Patiala
2024-01-30,12.9,19.5,7.3,88,0.0,8.8,986.3,Patiala
2024-01-31,12.8,16.1,9.6,93,12.5,15.9,985.4,Patiala
2024-02-01,13.4,16.7,11.0,90,2.4,29.0,985.3,Patiala
2024-02-02,11.7,17.1,6.8,82,0.0,16.3,989.2,Patiala
2024-02-03,12.7,18.4,8.7,74,1.5,12.2,987.2,Patiala
2024-02-04,13.2,16.6,10.8,91,14.0,14.7,985.7,Patiala
2024-02-05,13.1,17.7,7.9,85,0.2,8.7,987.7,Patiala
2024-02-06,10.8,17.0,6.7,77,0.0,14.6,988.9,Patiala
2024-02-07,10.5,16.6,5.2,72,0.0,21.1,989.7,Patiala
2024-02-08,10.8,16.7,7.0,73,0.0,20.0,988.0,Patiala
2024-02-09,12.0,19.3,6.2,77,0.0,10.3,988.0,Patiala
2024-02-10,11.8,19.1,5.7,85,0.0,11.1,990.9,Patiala
2024-02-11,12.8,20.4,7.2,82,0.0,8.7,990.2,Patiala
2024-02-12,13.2,20.7,6.6,85,0.0,11.0,989.2,Patiala
2024-02-13,14.5,21.2,10.0,81,0.0,9.0,988.6,Patiala
2024-02-14,14.1,21.7,8.4,79,0.0,12.7,988.3,Patiala
2024-02-15,13.8,21.9,8.1,79,0.0,11.1,988.9,Patiala
2024-02-16,14.2,22.5,8.2,73,0.0,12.1,989.3,Patiala
2024-02-17,15.1,22.7,9.0,72,0.0,15.8,984.6,Patiala
2024-02-18,16.6,23.8,9.5,75,0.0,16.6,981.8,Patiala
2024-02-19,19.5,24.9,15.7,62,13.1,33.5,979.6,Patiala
2024-02-20,17.1,23.4,11.6,74,6.4,24.2,980.4,Patiala
2024-02-21,15.2,21.9,9.4,73,0.0,16.2,981.0,Patiala
2024-02-22,13.6,20.6,7.2,64,0.0,11.7,983.3,Patiala
2024-02-23,13.7,20.3,8.9,55,0.0,11.6,985.5,Patiala
2024-02-24,13.1,20.5,6.9,59,0.0,11.3,985.9,Patiala
2024-02-25,13.8,20.9,7.4,58,0.0,10.4,988.5,Patiala
2024-02-26,15.1,22.1,9.5,56,0.0,9.8,988.0,Patiala
2024-02-27,15.6,19.9,12.9,61,0.5,13.9,987.9,Patiala
2024-02-28,15.7,22.2,10.8,63,0.0,18.7,986.0,Patiala
2024-02-29,16.5,24.0,10.8,66,0.0,11.8,984.5,Patiala
2024-03-01,18.0,22.8,12.4,70,0.8,33.1,983.8,Patiala
2024-03-02,17.6,22.0,15.6,80,31.5,33.4,980.4,Patiala
2024-03-03,14.9,20.0,9.3,77,0.9,21.4,982.0,Patiala
2024-03-04,12.6,18.6,8.1,68,0.0,12.2,986.3,Patiala
2024-03-05,12.5,19.0,7.0,63,0.0,13.4,986.9,Patiala
2024-03-06,12.6,20.2,6.1,63,0.0,12.0,984.8,Patiala
2024-03-07,14.8,22.4,7.0,62,0.0,14.0,984.8,Patiala
2024-03-08,15.7,22.4,10.8,61,0.0,14.0,985.7,Patiala
2024-03-09,15.9,23.8,10.2,62,0.0,16.2,985.1,Patiala
2024-03-10,17.8,24.9,10.7,60,0.0,10.9,984.7,Patiala
2024-03-11,19.1,25.8,11.6,61,0.6,14.2,986.5,Patiala
2024-03-12,19.2,26.2,12.6,62,0.0,13.3,984.6,Patiala
2024-03-13,17.1,25.1,12.0,73,1.7,23.4,982.2,Patiala
2024-03-14,18.9,26.2,11.3,57,0.0,15.1,985.2,Patiala
2024-03-15,18.0,26.2,12.3,54,0.0,15.1,983.7,Patiala
2024-03-16,17.8,26.9,9.6,58,0.0,11.5,985.5,Patiala
2024-03-17,19.1,27.8,12.9,51,0.0,10.8,985.1,Patiala
2024-03-18,19.2,28.1,11.1,56,0.0,11.2,983.3,Patiala
2024-03-19,19.8,29.1,11.0,54,0.0,11.8,983.0,Patiala
2024-03-20,21.0,30.0,12.9,56,0.0,11.6,983.6,Patiala
2024-03-21,20.8,26.6,15.9,66,0.0,23.4,983.5,Patiala
2024-03-22,22.5,28.6,17.7,63,0.2,15.3,980.7,Patiala
2024-03-23,23.1,30.4,17.1,60,0.0,16.1,979.0,Patiala
2024-03-24,22.5,28.0,18.5,53,0.3,25.9,981.3,Patiala
2024-03-25,22.6,30.7,15.7,60,0.0,16.6,982.8,Patiala
2024-03-26,23.3,30.6,16.7,59,0.0,12.1,981.6,Patiala
2024-03-27,25.8,32.5,19.3,55,0.0,16.1,983.7,Patiala
2024-03-28,27.2,35.2,21.2,50,0.0,17.4,980.8,Patiala
2024-03-29,25.4,33.5,17.9,58,0.0,11.3,979.9,Patiala
2024-03-30,24.0,30.6,19.2,61,2.5,24.0,981.2,Patiala
2024-03-31,23.6,31.2,15.9,52,0.0,14.5,982.2,Patiala
2024-04-01,21.7,28.7,16.5,52,0.0,15.9,979.6,Patiala
2024-04-02,21.4,29.7,13.4,50,0.0,16.8,978.3,Patiala
2024-04-03,24.2,32.2,17.8,40,0.0,11.9,979.1,Patiala
2024-04-04,24.8,33.2,17.2,41,0.0,13.4,979.5,Patiala
2024-04-05,24.8,32.5,18.6,37,0.0,18.5,979.1,Patiala
2024-04-06,24.4,32.7,16.6,31,0.0,17.8,978.8,Patiala
2024-04-07,24.1,32.9,14.4,35,0.0,20.1,978.6,Patiala
2024-04-08,24.7,34.1,16.5,33,0.0,18.1,979.8,Patiala
2024-04-09,24.9,34.3,15.9,31,0.0,13.7,980.5,Patiala
2024-04-10,26.8,36.2,18.2,28,0.0,15.8,980.6,Patiala
2024-04-11,27.5,35.1,20.1,28,0.0,19.7,982.0,Patiala
2024-04-12,28.0,36.5,20.4,28,0.0,12.3,980.8,Patiala
2024-04-13,27.4,35.6,20.3,36,0.2,24.1,980.9,Patiala
2024-04-14,25.8,31.7,21.1,54,0.2,20.2,983.0,Patiala
2024-04-15,26.9,32.4,21.7,53,0.1,26.8,981.9,Patiala
2024-04-16,26.6,33.5,19.3,49,0.0,19.6,981.0,Patiala
2024-04-17,26.8,33.6,19.0,37,0.0,22.9,979.4,Patiala
2024-04-18,28.1,35.2,20.5,33,0.0,16.6,977.9,Patiala
2024-04-19,28.3,34.7,22.8,37,0.1,21.3,975.8,Patiala
2024-04-20,28.1,34.6,20.1,35,0.0,16.5,975.6,Patiala
2024-04-21,28.4,35.7,21.2,31,0.0,17.8,976.8,Patiala
2024-04-22,28.5,35.8,20.2,27,0.0,13.2,977.4,Patiala
2024-04-23,27.2,35.3,19.7,32,0.0,16.2,977.5,Patiala
2024-04-24,27.8,35.8,19.7,33,0.0,16.6,976.9,Patiala
2024-04-25,29.0,37.5,19.9,29,0.0,25.0,977.1,Patiala
2024-04-26,31.0,38.8,21.8,24,0.0,21.1,975.4,Patiala
2024-04-27,29.5,36.7,24.1,31,1.8,20.3,977.1,Patiala
2024-04-28,28.6,35.5,21.5,34,0.0,13.4,978.2,Patiala
2024-04-29,26.5,30.4,23.2,37,0.3,23.7,978.2,Patiala
2024-04-30,26.2,34.1,18.8,35,0.0,24.1,976.4,Patiala
2024-05-01,23.6,29.6,17.3,34,0.0,20.6,974.7,Patiala
2024-05-02,26.0,33.7,18.0,32,0.0,20.9,975.7,Patiala
2024-05-03,28.2,37.2,18.8,28,0.0,20.2,976.2,Patiala
2024-05-04,32.0,39.5,24.6,23,0.0,17.6,976.3,Patiala
2024-05-05,31.8,38.9,24.2,24,0.0,21.5,973.2,Patiala
2024-05-06,31.8,39.3,23.6,26,0.0,18.9,974.4,Patiala
2024-05-07,32.2,40.5,22.4,24,0.0,19.6,976.1,Patiala
2024-05-08,31.2,38.8,23.7,37,0.0,21.6,976.6,Patiala
2024-05-09,31.3,38.6,25.3,42,0.0,23.2,976.1,Patiala
2024-05-10,31.1,37.1,25.7,44,0.0,23.8,977.0,Patiala
2024-05-11,30.9,37.1,24.6,44,0.0,18.1,978.7,Patiala
2024-05-12,30.2,35.4,23.1,39,0.5,13.7,979.0,Patiala
2024-05-13,31.4,38.8,22.8,28,0.0,18.5,979.2,Patiala
2024-05-14,31.3,39.1,21.9,24,0.0,18.4,978.9,Patiala
2024-05-15,31.7,41.2,21.2,23,0.0,17.2,978.7,Patiala
